ApplNo,ApplType,ApplPublicNotes,SponsorName
74533,ANDA,,SANDOZ
74534,ANDA,,HOSPIRA
74535,ANDA,,AVIV PHARMA
74536,ANDA,,ACTAVIS MID ATLANTIC
74537,ANDA,,G AND W LABS INC
74538,ANDA,,DR REDDYS LABS SA
74539,ANDA,,PHARMACHEMIE
74540,ANDA,,ANI PHARMS
74541,ANDA,,CYCLE
74542,ANDA,,CHARTWELL RX
74543,ANDA,,SENTISS
74544,ANDA,,EPIC PHARMA LLC
74545,ANDA,,LUITPOLD
74546,ANDA,,SANDOZ
74549,ANDA,,HOSPIRA
74550,ANDA,,ACCORD HLTHCARE
74551,ANDA,,AVIV PHARMA
74552,ANDA,,NORVIUM BIOSCIENCE
74553,ANDA,,PHARM ASSOC
74554,ANDA,,ANI PHARMS
74555,ANDA,,TEVA PHARMS
74556,ANDA,,TEVA
74557,ANDA,,EPIC PHARMA LLC
74558,ANDA,,EPIC PHARMA LLC
74559,ANDA,,MYLAN TECHNOLOGIES
74560,ANDA,,THERAGEN
74561,ANDA,,CHARTWELL RX
74562,ANDA,,CHARTWELL RX
74565,ANDA,,CHARTWELL MOLECULES
74566,ANDA,,PLIVA
74567,ANDA,,OHM LABS
74568,ANDA,,PLIVA
74569,ANDA,,TEVA
74570,ANDA,,ROXANE
74574,ANDA,,BEDFORD
74575,ANDA,,BEDFORD
74576,ANDA,,WATSON LABS
74578,ANDA,,TEVA
74579,ANDA,,PERRIGO NEW YORK
74580,ANDA,,TARO
74582,ANDA,,BARR
74584,ANDA,,UPSHER SMITH LABS
74585,ANDA,,WATSON LABS
74586,ANDA,,ACTAVIS MID ATLANTIC
74587,ANDA,,RISING
74588,ANDA,,P AND L
74589,ANDA,,TEVA
74590,ANDA,,G AND W LABS INC
74591,ANDA,,STRIDES PHARMA
74593,ANDA,,HIKMA
74594,ANDA,,CHARTWELL RX
74596,ANDA,,CHARTWELL INJECTABLE
74597,ANDA,,HIKMA
74598,ANDA,,HOSPIRA
74600,ANDA,,WATSON LABS
74601,ANDA,,HOSPIRA
74602,ANDA,,AUROBINDO PHARMA LTD
74603,ANDA,,CHARTWELL RX
74604,ANDA,,ANI PHARMS
74610,ANDA,,ANI PHARMS
74612,ANDA,,DIFGEN PHARMS
74613,ANDA,,TEVA PARENTERAL
74615,ANDA,,CHARTWELL RX
74616,ANDA,,HOSPIRA
74617,ANDA,,SAGENT
74619,ANDA,,BARR LABS INC
74620,ANDA,,HOSPIRA
74621,ANDA,,BARR
74623,ANDA,,PHARM ASSOC
74625,ANDA,,UPSHER SMITH LABS
74626,ANDA,,HOSPIRA
74629,ANDA,,BAXTER HLTHCARE
74631,ANDA,,SANDOZ
74632,ANDA,,HOSPIRA
74633,ANDA,,HOSPIRA
74634,ANDA,,HOSPIRA
74635,ANDA,,CONTRACT PHARMACAL
74636,ANDA,,HOSPIRA
74637,ANDA,,HOSPIRA
74638,ANDA,,ABBVIE
74639,ANDA,,HOSPIRA
74640,ANDA,,PUREPAC PHARM
74641,ANDA,,CHARTWELL MOLECULES
74642,ANDA,,NORVIUM BIOSCIENCE
74643,ANDA,,BAUSCH AND LOMB
74644,ANDA,,SUN PHARM INDS INC
74646,ANDA,,PLD ACQUISITIONS LLC
74647,ANDA,,PLIVA
74648,ANDA,,ROXANE
74649,ANDA,,TARO
74650,ANDA,,HIKMA
74653,ANDA,,HIKMA
74654,ANDA,,SANDOZ
74655,ANDA,,SANDOZ
74656,ANDA,,PHARMACHEMIE BV
74657,ANDA,,CHARTWELL RX
74658,ANDA,,LEK PHARM
74661,ANDA,,PERRIGO
74662,ANDA,,BOEHRINGER INGELHEIM
74663,ANDA,,HOSPIRA
74664,ANDA,,PAI HOLDINGS PHARM
74665,ANDA,,TEVA
74667,ANDA,,FOUGERA
74668,ANDA,,FOUGERA
74670,ANDA,,ANI PHARMS
74672,ANDA,,I3 PHARMS
74673,ANDA,,EPIC PHARMA LLC
74674,ANDA,,IVAX SUB TEVA PHARMS
74677,ANDA,,ANDAS 5 HOLDING
74679,ANDA,,FRESENIUS KABI USA
74680,ANDA,,APOTEX
74681,ANDA,,TEVA
74686,ANDA,,TEVA
74688,ANDA,,MEITHEAL
74694,ANDA,,TARO
74698,ANDA,,WATSON LABS
74699,ANDA,,WATSON LABS
74700,ANDA,,SANDOZ
74701,ANDA,,NORVIUM BIOSCIENCE
74702,ANDA,,WOCKHARDT
74703,ANDA,,PHARMOBEDIENT CNSLTG
74706,ANDA,,SCIEGEN PHARMS INC
74707,ANDA,,P AND L
74711,ANDA,,WATSON LABS
74712,ANDA,,CUMBERLAND PHARMS
74713,ANDA,,BEDFORD
74719,ANDA,,BAXTER HLTHCARE
74720,ANDA,,HOSPIRA
74721,ANDA,,LANNETT CO INC
74722,ANDA,,ACTAVIS ELIZABETH
74723,ANDA,,TEVA
74725,ANDA,,PHARM ASSOC
74726,ANDA,,UPSHER SMITH LABS
74727,ANDA,,AUROBINDO PHARMA USA
74728,ANDA,,SANDOZ
74729,ANDA,,COSETTE
74730,ANDA,,WOCKHARDT BIO AG
74731,ANDA,,HIKMA
74732,ANDA,,MYLAN
74734,ANDA,,HOSPIRA
74735,ANDA,,FRESENIUS KABI USA
74736,ANDA,,WATSON LABS
74737,ANDA,,COREPHARMA
74738,ANDA,,ACTAVIS MID ATLANTIC
74739,ANDA,,TEVA PHARMS
74740,ANDA,,HOSPIRA
74741,ANDA,,HOSPIRA
74743,ANDA,,SIGHT PHARMS
74744,ANDA,,COSETTE
74745,ANDA,,TEVA
74746,ANDA,,PACIFIC PHARMA
74747,ANDA,,PACIFIC PHARMA
74748,ANDA,,EGIS PHARMS
74749,ANDA,,HIKMA
74750,ANDA,,LEK PHARM
74751,ANDA,,WATSON LABS
74752,ANDA,,ACTAVIS LABS FL INC
74753,ANDA,,BAXTER HLTHCARE CORP
74754,ANDA,,TEVA
74755,ANDA,,NORVIUM BIOSCIENCE
74756,ANDA,,COSETTE
74757,ANDA,,PHARMOBEDIENT CNSLTG
74758,ANDA,,HOSPIRA
74759,ANDA,,EPIC PHARMA LLC
74760,ANDA,,PERRIGO
74761,ANDA,,MYLAN
74762,ANDA,,WATSON LABS
74764,ANDA,,BEDFORD
74767,ANDA,,AUROBINDO PHARMA LTD
74768,ANDA,,BAXTER HLTHCARE CORP
74769,ANDA,,RHODES PHARMS
74771,ANDA,,IVAX SUB TEVA PHARMS
74776,ANDA,,BAUSCH AND LOMB
74777,ANDA,,HIKMA
74778,ANDA,,BAUSCH AND LOMB
74779,ANDA,,EPIC PHARMA LLC
74780,ANDA,,EPIC PHARMA LLC
74782,ANDA,,CONTRACT PHARMACAL
74784,ANDA,,TEVA PARENTERAL
74787,ANDA,,HERITAGE PHARMA
74788,ANDA,,STRIDES PHARMA
74789,ANDA,,CONTRACT PHARMACAL
74790,ANDA,,CHARTWELL RX
74792,ANDA,,NATCO PHARMA
74793,ANDA,,ENDO OPERATIONS
74794,ANDA,,ACTAVIS ELIZABETH
74795,ANDA,,TEVA PARENTERAL
74796,ANDA,,AUROBINDO PHARMA USA
74799,ANDA,,TARO
74800,ANDA,,ACTAVIS MID ATLANTIC
74801,ANDA,,HOSPIRA
74802,ANDA,,HOSPIRA
74803,ANDA,,BARR
74805,ANDA,,BAUSCH
74806,ANDA,,ACTAVIS LABS
74808,ANDA,,EGIS
74811,ANDA,,HIKMA
74812,ANDA,,ESI LEDERLE
74813,ANDA,,PIERRE FABRE
74814,ANDA,,TEVA PHARMS USA
74815,ANDA,,HIKMA
74816,ANDA,,GENSIA SICOR PHARMS
74817,ANDA,,CHARTWELL RX
74818,ANDA,,WATSON LABS
74819,ANDA,,OXFORD PHARMS
74821,ANDA,,SANDOZ
74823,ANDA,,APNAR PHARMA LP
74824,ANDA,,BAXTER HLTHCARE
74825,ANDA,,BAXTER HLTHCARE
74826,ANDA,,NOVITIUM PHARMA
74827,ANDA,,COSETTE
74828,ANDA,,TEVA
74830,ANDA,,BAUSCH
74832,ANDA,,WATSON LABS
74833,ANDA,,STRIDES PHARMA
74834,ANDA,,CHARTWELL MOLECULES
74835,ANDA,,AUROBINDO PHARMA LTD
74836,ANDA,,IVAX SUB TEVA PHARMS
74839,ANDA,,SHREE HARI INTL
74840,ANDA,,ANI PHARMS
74841,ANDA,,CHARTWELL MOLECULES
74842,ANDA,,CHARTWELL MOLECULES
74843,ANDA,,VINTAGE PHARMS
74844,ANDA,,ANI PHARMS
74845,ANDA,,BIOVAIL
74846,ANDA,,SHREE HARI INTL
74847,ANDA,,TEVA
74848,ANDA,,HIKMA
74849,ANDA,,TEVA
74850,ANDA,,CHARTWELL RX
74851,ANDA,,ALCON LABS INC
74852,ANDA,,ACTAVIS LABS FL INC
74857,ANDA,,NOVARTIS
74859,ANDA,,ANI PHARMS
74862,ANDA,,RHODES PHARMS
74863,ANDA,,WOCKHARDT BIO AG
74864,ANDA,,WATSON LABS
74865,ANDA,,WATSON LABS
74866,ANDA,,ESJAY PHARMA
74868,ANDA,,PHARMOBEDIENT CNSLTG
74869,ANDA,,ACTAVIS ELIZABETH
74870,ANDA,,ACTAVIS ELIZABETH
74871,ANDA,,APOTEX
74872,ANDA,,CHARTWELL MOLECULES
74873,ANDA,,TEVA PHARMS
74874,ANDA,,PLIVA
74877,ANDA,,HERITAGE
74878,ANDA,,ANI PHARMS
74879,ANDA,,ALKERMES GAINESVILLE
74880,ANDA,,NEPHRON
74881,ANDA,,COOK IMAGING
74883,ANDA,,IVAX SUB TEVA PHARMS
74884,ANDA,,NEW HEIGHTSRX
74885,ANDA,,EUROHLTH INTL SARL
74888,ANDA,,MEITHEAL
74889,ANDA,,HERITAGE
74890,ANDA,,HIKMA
74891,ANDA,,HERITAGE
74892,ANDA,,WATSON LABS
74893,ANDA,,FRESENIUS KABI USA
74894,ANDA,,DR REDDYS
74895,ANDA,,TEVA
74896,ANDA,,RISING
74897,ANDA,,APOTHECON
74898,ANDA,,HOSPIRA
74899,ANDA,,ANI PHARMS
74900,ANDA,,HIKMA
74901,ANDA,,HIKMA
74903,ANDA,,PANGEA
74904,ANDA,,TARO
74905,ANDA,,FOUGERA PHARMS
74906,ANDA,,ACTAVIS ELIZABETH
74909,ANDA,,SANDOZ
74910,ANDA,,MYLAN
74911,ANDA,,VALEANT
74912,ANDA,,KENTON
74913,ANDA,,EUROHLTH INTL SARL
74914,ANDA,,TEVA PHARMS
74916,ANDA,,P AND L
74917,ANDA,,DR REDDYS
74918,ANDA,,BARR
74920,ANDA,,TEVA
74921,ANDA,,DR REDDYS LABS SA
74924,ANDA,,APOTEX INC
74925,ANDA,,CHARTWELL RX
74926,ANDA,,COSETTE
74927,ANDA,,BIOPHARM
74928,ANDA,,EPIC PHARMA LLC
74929,ANDA,,BIOPHARM
74930,ANDA,,FRESENIUS KABI USA
74931,ANDA,,CONTRACT PHARMACAL
74932,ANDA,,NATCO PHARMA
74935,ANDA,,TARO
74936,ANDA,,ACTAVIS ELIZABETH
74937,ANDA,,PERRIGO
74939,ANDA,,CHARTWELL INJECTABLE
74940,ANDA,,NORVIUM BIOSCIENCE
74941,ANDA,,HOSPIRA
74942,ANDA,,SANDOZ
74943,ANDA,,APOTEX
74944,ANDA,,WATSON LABS INC
74945,ANDA,,WATSON PHARMS TEVA
74946,ANDA,,STRIDES PHARMA
74947,ANDA,,NORVIUM BIOSCIENCE
74948,ANDA,,APOTEX
74949,ANDA,,IVAX SUB TEVA PHARMS
74951,ANDA,,STEVENS J
74952,ANDA,,DR REDDYS
74953,ANDA,,SANDOZ
74955,ANDA,,WATSON LABS
74956,ANDA,,FRESENIUS KABI USA
74958,ANDA,,TEVA
74961,ANDA,,CONTRACT PHARMACAL
74962,ANDA,,UPSHER SMITH LABS
74963,ANDA,,CONTRACT PHARMACAL
74964,ANDA,,WATSON LABS
74966,ANDA,,HOSPIRA
74967,ANDA,,AUROBINDO PHARMA USA
74968,ANDA,,WATSON LABS INC
74969,ANDA,,TEVA PARENTERAL
74970,ANDA,,ANI PHARMS
74971,ANDA,,CHARTWELL RX
74972,ANDA,,PERRIGO
74973,NDA,,PANGEA
74974,ANDA,,EPIC PHARMA LLC
74975,ANDA,,RANBAXY
74976,ANDA,,MYLAN
74977,ANDA,,MYLAN
74978,ANDA,,ACTAVIS MID ATLANTIC
74979,ANDA,,SANDOZ
74980,ANDA,,SUN PHARM INDS LTD
74983,ANDA,,FRESENIUS KABI USA
74984,ANDA,,ENDO OPERATIONS
74986,ANDA,,MICRO LABS
74988,ANDA,,STEVENS J
74989,ANDA,,TEVA
74991,ANDA,,DURAMED PHARMS BARR
74992,ANDA,,MYLAN TECHNOLOGIES
74993,ANDA,,HOSPIRA
74995,ANDA,,DR REDDYS
74997,ANDA,,PHARM ASSOC
75000,ANDA,,RANBAXY
75004,ANDA,,HOSPIRA
75005,ANDA,,HOSPIRA
75006,ANDA,,CHARTWELL RX
75008,ANDA,,TARO
75009,ANDA,,TEVA
75010,ANDA,,LNK
75012,ANDA,,MYLAN
75014,ANDA,,ACTAVIS MID ATLANTIC
75015,ANDA,,FRESENIUS KABI USA
75020,ANDA,,BARR LABS INC
75021,ANDA,,TEVA PHARMS
75022,ANDA,,TEVA
75025,ANDA,,RISING
75027,ANDA,,PADAGIS US
75028,ANDA,,VALEANT PHARMS
75030,ANDA,,TEVA PHARMS
75034,ANDA,,APOTEX
75036,ANDA,,HIKMA
75037,ANDA,,GENUS
75039,ANDA,,CHARTWELL RX
75040,ANDA,,ESI LEDERLE
75041,ANDA,,ALKERMES GAINESVILLE
75042,ANDA,,TARO
75043,ANDA,,TARO
75045,ANDA,,HIKMA
75046,ANDA,,HIKMA
75047,ANDA,,AMNEAL PHARM
75048,ANDA,,CHARTWELL RX
75049,ANDA,,APNAR PHARMA LP
75050,ANDA,,BAUSCH
75051,ANDA,,VISTAPHARM LLC
75052,ANDA,,DURAMED PHARMS BARR
75055,ANDA,,IVAX SUB TEVA PHARMS
75057,ANDA,,AUROBINDO PHARMA USA
75058,ANDA,,SUN PHARM INDS INC
75060,ANDA,,XTTRIUM LABS INC
75061,ANDA,,FOSUN PHARMA
75062,ANDA,,WATSON LABS
75063,ANDA,,EPIC PHARMA LLC
75065,ANDA,,HOSPIRA
75067,ANDA,,ACTAVIS MID ATLANTIC
75069,ANDA,,WATSON LABS
75071,ANDA,,MYLAN
75072,ANDA,,STRIDES PHARMA
75073,ANDA,,MYLAN TECHNOLOGIES
75074,ANDA,,TARO PHARM INDS
75075,ANDA,,MYLAN TECHNOLOGIES
75076,ANDA,,MYLAN TECHNOLOGIES
75077,ANDA,,PERRIGO
75078,ANDA,,TARO
75079,ANDA,,STRIDES PHARMA
75082,ANDA,,VISTAPHARM LLC
75085,ANDA,,FOUGERA PHARMS
75086,ANDA,,RISING
75088,ANDA,,KING PHARMS
75089,ANDA,,APOTEX
75090,ANDA,,ADAPTIS
75091,ANDA,,MYLAN
75093,ANDA,,IMPAX LABS
75094,ANDA,,CONTRACT PHARMACAL
75095,ANDA,,EPIC PHARMA LLC
75099,ANDA,,PHARMOBEDIENT CNSLTG
75100,ANDA,,LEK PHARM
75101,ANDA,,WATSON LABS
75102,ANDA,,SAGENT PHARMS INC
75103,ANDA,,ALPHARMA US PHARMS
75104,ANDA,,NATCO PHARMA
75105,ANDA,,AUROBINDO PHARMA USA
75106,ANDA,,HOSPIRA
75107,ANDA,,ANI PHARMS
75108,ANDA,,NORVIUM BIOSCIENCE
75109,ANDA,,AMNEAL PHARM
75110,ANDA,,ANI PHARMS
75111,ANDA,,ACTAVIS MID ATLANTIC
75113,ANDA,,SANDOZ
75114,ANDA,,ABBVIE
75115,ANDA,,LANNETT CO INC
75116,ANDA,,VALEANT PHARMS NORTH
75117,ANDA,,CONCORDIA PHARMS INC
75119,ANDA,,EGIS
75122,ANDA,,SANDOZ
75124,ANDA,,NORVIUM BIOSCIENCE
75126,ANDA,,ANI PHARMS
75128,ANDA,,WATSON LABS TEVA
75129,ANDA,,ROXANE
75132,ANDA,,SUN PHARM INDS LTD
75133,ANDA,,WATSON LABS
75135,ANDA,,UPSHER SMITH LABS
75136,ANDA,,HOSPIRA
75137,ANDA,,PHARM ASSOC
75138,ANDA,,MYLAN
75139,ANDA,,LNK
75140,ANDA,,NORVIUM BIOSCIENCE
75141,ANDA,,GALT PHARMS
75143,ANDA,,BARR
75145,ANDA,,LANNETT CO INC
75147,ANDA,,ANI PHARMS
75149,ANDA,,TEVA
75150,ANDA,,AUROBINDO PHARMA USA
75151,ANDA,,HOSPIRA
75152,ANDA,,WATSON LABS TEVA
75153,ANDA,,L PERRIGO CO
75154,ANDA,,FRESENIUS KABI USA
75155,ANDA,,CHARTWELL MOLECULAR
75160,ANDA,,HOSPIRA
75161,ANDA,,MYLAN
75162,ANDA,,PAR PHARM
75163,ANDA,,HIKMA
75164,ANDA,,HOSPIRA
75165,ANDA,,HERITAGE PHARMA AVET
75166,ANDA,,SKYEPHARMA AG
75167,ANDA,,APOTEX
75168,ANDA,,DR REDDYS LABS INC
75170,ANDA,,HOSPIRA
75172,ANDA,,CHARTWELL
75174,ANDA,,CHARTWELL RX
75175,ANDA,,ROXANE
75176,ANDA,,HOSPIRA
75178,ANDA,,AIPING PHARM INC
75179,ANDA,,COPLEY PHARM
75180,ANDA,,ENDO OPERATIONS
75181,ANDA,,WE PHARMS
75182,ANDA,,MYLAN TECHNOLOGIES
75183,ANDA,,HIKMA
75184,ANDA,,TEVA PHARMS
75185,ANDA,,CARLSBAD
75187,ANDA,,AVONDALE PHARMS
75188,ANDA,,NORVIUM BIOSCIENCE
75189,ANDA,,IMPAX LABS INC
75190,ANDA,,HIKMA
75191,ANDA,,APOTEX
75192,ANDA,,MARSAM PHARMS LLC
75193,ANDA,,MARSAM PHARMS LLC
75194,ANDA,,MARSAM PHARMS LLC
75196,ANDA,,MEITHEAL
75199,ANDA,,ANI PHARMS
75201,ANDA,,ANI PHARMS
75203,ANDA,,WATSON LABS
75205,ANDA,,WOCKHARDT BIO AG
75206,ANDA,,TEVA PHARMS USA
75207,ANDA,,NORVIUM BIOSCIENCE
75208,ANDA,,WOCKHARDT LTD
75209,ANDA,,PLD ACQUISITIONS LLC
75211,ANDA,,AUROBINDO PHARMA USA
75212,ANDA,,ANI PHARMS
75213,ANDA,,PADAGIS US
75215,ANDA,,ANDAS 5 HOLDING
75217,ANDA,,L PERRIGO CO
75218,ANDA,,HIKMA
75219,ANDA,,TEVA
75220,ANDA,,HOSPIRA
75221,ANDA,,HOSPIRA
75222,ANDA,,HIKMA
75223,ANDA,,APOTHECON
75224,ANDA,,TARO
75225,ANDA,,HALOCARBON PRODS
75226,ANDA,,RANBAXY LABS LTD
75227,ANDA,,TEVA
75228,ANDA,,HIKMA
75229,ANDA,,RUBICON
75230,ANDA,,BEDFORD
75231,ANDA,,LGM PHARMA
75232,ANDA,,L PERRIGO CO
75233,ANDA,,MYLAN TECHNOLOGIES
75235,ANDA,,APOTEX INC
75237,ANDA,,ESJAY PHARMA
75238,ANDA,,WATSON LABS
75239,ANDA,,HOSPIRA
75240,ANDA,,HOSPIRA
75241,ANDA,,HOSPIRA
75242,ANDA,,HOSPIRA
75243,ANDA,,HIKMA
75245,ANDA,,IVAX SUB TEVA PHARMS
75247,ANDA,,HIKMA
75249,ANDA,,BEDFORD
75250,ANDA,,BAUSCH
75252,ANDA,,AAIPHARMA LLC
75253,ANDA,,ACTAVIS ELIZABETH
75254,ANDA,,RANBAXY
75256,ANDA,,DURAMED PHARMS BARR
75259,ANDA,,MEITHEAL
75260,ANDA,,WOCKHARDT
75262,ANDA,,ACTAVIS MID ATLANTIC
75263,ANDA,,IGI LABS INC
75264,ANDA,,PADAGIS US
75265,ANDA,,PADAGIS US
75269,ANDA,,VALEANT PHARMS NORTH
75270,ANDA,,ACTAVIS LABS FL INC
75271,ANDA,,TEVA PHARMS
75273,ANDA,,TEVA
75274,ANDA,,ELITE LABS
75276,ANDA,,FOUGERA PHARMS
75278,ANDA,,NORVIUM BIOSCIENCE
75279,ANDA,,TARO
75280,ANDA,,CHARTWELL RX
75281,ANDA,,AUROBINDO PHARMA USA
75282,ANDA,,SANDOZ
75284,ANDA,,PLIVA
75285,ANDA,,L PERRIGO CO
75286,ANDA,,FOSUN PHARMA
75287,ANDA,,WATSON LABS
75288,ANDA,,DR REDDYS LABS SA
75289,ANDA,,VALEANT PHARMS NORTH
75290,ANDA,,HIKMA
75292,ANDA,,SOLIS PHARMS
75293,ANDA,,HOSPIRA
75294,ANDA,,DR REDDYS LABS LTD
75295,ANDA,,STRIDES PHARMA
75296,ANDA,,ANI PHARMS
75297,ANDA,,TEVA PHARMS USA
75298,ANDA,,WAYLIS THERAP
75299,ANDA,,HIKMA
75300,ANDA,,CHARTWELL RX
75302,ANDA,,MANKIND PHARMA
75303,ANDA,,HIKMA
75305,ANDA,,HIKMA
75306,ANDA,,ACTAVIS ELIZABETH
75309,ANDA,,WATSON LABS
75310,ANDA,,HERITAGE PHARMA
75311,ANDA,,TEVA
75312,ANDA,,TEVA
75313,ANDA,,TEVA PHARMS USA
75314,ANDA,,SUN PHARM INDUSTRIES
75315,ANDA,,UPSHER SMITH LABS
75316,ANDA,,NATCO PHARMA
75317,ANDA,,JUBILANT CADISTA
75318,ANDA,,CHARTWELL RX
75319,ANDA,,TARO
75321,ANDA,,APOTEX
75323,ANDA,,BAXTER HLTHCARE
75324,ANDA,,HIKMA
75325,ANDA,,HIKMA
75326,ANDA,,CHARTWELL RX
75327,ANDA,,ANI PHARMS
75328,ANDA,,VINTAGE PHARMS
75329,ANDA,,L PERRIGO CO
75331,ANDA,,TARO
75333,ANDA,,HIKMA
75337,ANDA,,PLIVA
75338,ANDA,,AUROBINDO PHARMA USA
75339,ANDA,,NUVO PHARMS INC
75340,ANDA,,ENDO OPERATIONS
75341,ANDA,,AAIPHARMA LLC
75342,ANDA,,HOSPIRA
75343,ANDA,,TEVA PHARMS
75345,ANDA,,IVAX SUB TEVA PHARMS
75346,ANDA,,WOCKHARDT BIO AG
75347,ANDA,,ACTAVIS LABS FL INC
75348,ANDA,,APOTHECON
75350,ANDA,,ACTAVIS ELIZABETH
75351,ANDA,,ESJAY PHARMA
75352,ANDA,,NOVITIUM PHARMA
75353,ANDA,,TEVA
75355,ANDA,,APOTHECON
75356,ANDA,,APOTEX
75357,ANDA,,L PERRIGO CO
75358,ANDA,,BAUSCH
75360,ANDA,,GRANULES
75361,ANDA,,HIKMA PHARMS
75362,ANDA,,HERITAGE PHARMA
75363,ANDA,,TARO
75364,ANDA,,PERRIGO
75366,ANDA,,UPSHER SMITH LABS
75367,ANDA,,L PERRIGO CO
75368,ANDA,,FOUGERA PHARMS
75369,ANDA,,KRKA DD NOVO MESTO
75370,ANDA,,KRKA DD NOVO MESTO
75371,ANDA,,FRESENIUS KABI USA
75373,ANDA,,FOUGERA PHARMS
75374,ANDA,,AVONDALE PHARMS
75375,ANDA,,MYLAN LABS LTD
75379,ANDA,,PHARM ASSOC
75382,ANDA,,CARLSBAD
75383,ANDA,,HOSPIRA
75384,ANDA,,NORVIUM BIOSCIENCE
75385,ANDA,,IVAX SUB TEVA PHARMS
75386,ANDA,,RENOVA PHARMS
75387,ANDA,,HIKMA
75388,ANDA,,OXFORD PHARMS
75389,ANDA,,DR REDDYS LABS SA
75390,ANDA,,AUROBINDO PHARMA USA
75391,ANDA,,FOUGERA PHARMS
75392,ANDA,,TEVA PARENTERAL
75393,ANDA,,TEVA PHARMS USA
75394,ANDA,,WOCKHARDT EU OPERATN
75395,ANDA,,ZYDUS HLTHCARE
75396,ANDA,,HOSPIRA
75400,ANDA,,PERRIGO
75401,ANDA,,ACTAVIS LABS FL INC
75402,ANDA,,APOTEX INC
75403,ANDA,,APOTEX INC
75404,ANDA,,WATSON LABS
75405,ANDA,,HIKMA
75406,ANDA,,WATSON LABS
75407,ANDA,,DAVA PHARMS INC
75409,ANDA,,HOSPIRA INC
75410,ANDA,,LANNETT CO INC
75411,ANDA,,APOTEX INC
75412,ANDA,,APOTEX INC
75413,ANDA,,RISING
75414,ANDA,,MARTEC USA LLC
75416,ANDA,,ACTAVIS LABS FL INC
75417,ANDA,,MYLAN
75419,ANDA,,APOTEX
75421,ANDA,,HIKMA
75423,ANDA,,SUN PHARM INDS INC
75424,ANDA,,TARO
75425,ANDA,,WATSON LABS TEVA
75426,ANDA,,WATSON LABS INC
75427,ANDA,,PERRIGO
75428,ANDA,,SANDOZ
75429,ANDA,,TEVA
75430,ANDA,,FOUGERA PHARMS
75431,ANDA,,RISING
75432,ANDA,,ANI PHARMS
75434,ANDA,,FOSUN PHARMA
75435,ANDA,,TEVA PHARMS
75436,ANDA,,ACCORD HLTHCARE
75437,ANDA,,FERA PHARMS LLC
75438,ANDA,,AUROBINDO PHARMA LTD
75439,ANDA,,SUN PHARM INDS LTD
75440,ANDA,,MYLAN LABS LTD
75441,ANDA,,APOTEX INC
75442,ANDA,,AMNEAL PHARM
75446,ANDA,,APOTEX INC
75448,ANDA,,IVAX SUB TEVA PHARMS
75450,ANDA,,HERITAGE PHARMA
75451,ANDA,,AUROBINDO PHARMA USA
75452,ANDA,,TEVA
75453,ANDA,,IVAX SUB TEVA PHARMS
75455,ANDA,,BEN VENUE
75456,ANDA,,HOSPIRA
75457,ANDA,,MYLAN PHARMS INC
75458,ANDA,,HOSPIRA
75459,ANDA,,SANDOZ INC
75461,ANDA,,ANI PHARMS
75463,ANDA,,RK PHARMA
75464,ANDA,,LANDELA PHARM
75465,ANDA,,MARKSANS PHARMA
75466,ANDA,,GENPHARM
75467,ANDA,,MYLAN
75468,ANDA,,RUBICON
75469,ANDA,,WATSON LABS TEVA
75470,ANDA,,SUN PHARM INDUSTRIES
75471,ANDA,,MEITHEAL
75472,ANDA,,MYLAN
75473,ANDA,,APOTEX INC
75474,ANDA,,TRUPHARMA
75475,ANDA,,APOTEX INC
75476,ANDA,,SANDOZ
75477,ANDA,,CSPC OUYI
75478,ANDA,,BARR
75479,ANDA,,HERITAGE PHARMA
75480,ANDA,,AUROBINDO PHARMA USA
75481,ANDA,,RISING
75482,ANDA,,IVAX SUB TEVA PHARMS
75483,ANDA,,WOCKHARDT LTD
75484,ANDA,,HOSPIRA
75485,ANDA,,WATSON LABS
75486,ANDA,,HIKMA
75488,ANDA,,HIKMA
75491,ANDA,,AUROBINDO PHARMA USA
75492,ANDA,,VPNA
75493,ANDA,,TEVA PHARMS USA
75494,ANDA,,EPIC PHARMA LLC
75496,ANDA,,SANDOZ INC
75497,ANDA,,NORVIUM BIOSCIENCE
75498,ANDA,,HIKMA
75499,ANDA,,APOTEX
75500,ANDA,,AIPING PHARM INC
75501,ANDA,,WATSON LABS
75502,ANDA,,FOUGERA PHARMS
75503,ANDA,,EPIC PHARMA LLC
75504,ANDA,,ANI PHARMS
75505,ANDA,,TEVA
75506,ANDA,,TEVA
75507,ANDA,,ZENNOVA
75508,ANDA,,TARO
75509,ANDA,,AUROBINDO PHARMA USA
75510,ANDA,,HIKMA
75511,ANDA,,IVAX SUB TEVA PHARMS
75512,ANDA,,P AND L
75513,ANDA,,HIKMA
75514,ANDA,,PHARMOBEDIENT CNSLTG
75515,ANDA,,SUN PHARM INDUSTRIES
75517,ANDA,,EPIC PHARMA
75518,ANDA,,P AND L
75519,ANDA,,SANDOZ
75520,ANDA,,TARO
75521,ANDA,,RUBICON
75522,ANDA,,DEXCEL LTD
75523,ANDA,,SUN PHARM INDS LTD
75524,ANDA,,RISING
75525,ANDA,,SCIEGEN PHARMS INC
75526,ANDA,,SUN PHARM INDS INC
75527,ANDA,,CHARTWELL RX
75528,ANDA,,COSETTE
75529,ANDA,,PADAGIS US
75530,ANDA,,HIKMA
75536,ANDA,,TEVA
