ApplNo,ProductNo,MarketingStatusID,TECode
203534,2,1,AB
203534,3,1,AB
203535,1,1,AA
203536,1,1,AB
203536,2,1,AB
203536,3,1,AB
203536,4,1,AB
203540,1,1,AB
203543,1,1,AP
203544,1,1,AP
203546,1,1,AB
203546,2,1,AB
203546,3,1,AB
203547,1,1,AB
203548,1,1,AA
203548,2,1,AA
203550,1,1,AA
203550,2,1,AA
203551,1,1,AP
203551,2,1,AP
203551,4,1,AP
203553,1,1,AB
203553,2,1,AB
203553,3,1,AB
203553,4,1,AB
203553,5,1,AB
203553,6,1,AB
203553,7,1,AB
203553,8,1,AB
203557,1,1,AP
203557,2,1,AP
203559,1,1,AA
203559,2,1,AA
203559,3,1,AA
203559,4,1,AA
203560,1,1,AB
203560,2,1,AB
203560,3,1,AB
203561,1,1,AB
203562,1,1,AB1
203562,2,1,AB1
203563,1,1,AP
203564,1,1,AA
203567,1,1,AB
203572,1,1,AB
203572,2,1,AB
203572,3,1,AB
203575,1,1,AP
203578,1,1,AB
203578,2,1,AB
203580,1,1,AB
203580,2,1,AB
203580,3,1,AB
203580,4,1,AB
203580,5,1,AB
203582,1,1,AB
203582,2,1,AB
203583,1,1,AB2
203583,2,1,AB2
203583,3,1,AB2
203583,4,1,AB2
203583,5,1,AB2
203583,6,1,AB2
203584,1,1,AB
203584,2,1,AB
203586,1,1,AB
203591,1,1,AP
203592,1,1,AP
203593,1,1,AB
203594,1,1,AB
203601,1,1,AB
203601,2,1,AB
203602,1,1,AB
203602,2,1,AB
203602,3,1,AB
203602,4,1,AB
203602,5,1,AB
203603,1,1,AP
203603,2,1,AP
203608,1,1,AP
203608,2,1,AP
203609,1,1,AP
203609,2,1,AP
203612,1,1,AP
203614,1,1,AB
203614,2,1,AB
203615,1,1,AB
203615,2,1,AB
203619,1,1,AP
203621,1,1,AA
203622,1,1,AP
203622,2,1,AP
203623,1,1,AB
203628,1,1,AP
203629,3,1,AP
203630,1,1,AB
203630,2,1,AB
203630,3,1,AB
203632,1,1,AB
203634,1,1,AB
203636,1,1,AB
203636,2,1,AB
203638,1,1,AB
203638,2,1,AB
203638,3,1,AB
203638,4,1,AB
203638,5,1,AB
203640,1,1,AB
203640,2,1,AB
203640,3,1,AB
203643,1,1,AB2
203644,1,1,AA
203646,1,1,AB
203647,1,1,AA
203649,1,1,AP
203649,2,1,AP
203649,3,1,AP
203649,4,1,AP
203650,1,1,AB3
203653,1,1,AN
203653,2,1,AN
203653,3,1,AN
203654,1,1,AP
203655,1,1,AP
203657,1,1,AA
203657,2,1,AA
203658,1,1,AB
203659,1,1,AB
203659,2,1,AB
203659,3,1,AB
203659,4,1,AB
203660,1,1,AT
203661,1,1,AP
203662,1,1,AP
203663,1,1,AB
203664,1,1,AP
203665,1,1,AP
203667,1,1,AB
203686,1,1,AB
203686,2,1,AB
203686,3,1,AB
203687,1,1,AB
203691,1,1,AB
203691,2,1,AB
203691,3,1,AB
203691,4,1,AB
203691,5,1,AB
203691,6,1,AB
203695,1,1,AB
203699,1,1,AB
203699,2,1,AB
203700,1,1,AP
203701,1,1,AP
203702,1,1,AP
203702,2,1,AP
203702,3,1,AP
203702,4,1,AP
203704,1,1,AP
203704,2,1,AP
203704,3,1,AP
203708,1,1,AB
203708,2,1,AB
203708,3,1,AB
203708,4,1,AB
203709,1,1,AP
203710,1,1,AP
203711,1,1,AP
203713,1,1,AB
203719,1,1,AP
203719,2,1,AP
203719,3,1,AP
203720,1,1,AP
203723,1,1,AO
203723,2,1,AO
203723,3,1,AO
203725,1,1,AP
203725,2,1,AP
203726,1,1,AB
203726,2,1,AB
203729,1,1,AB
203730,1,1,AB
203730,2,1,AB
203732,1,1,AO
203738,1,1,AP2
203740,1,1,AB
203740,2,1,AB
203740,3,1,AB
203751,1,1,AB
203752,1,1,AB3
203752,2,1,AB3
203752,3,1,AB3
203752,4,1,AB3
203752,5,1,AB3
203753,1,1,AB
203755,1,1,AB3
203755,2,1,AB3
203759,1,1,AB
203760,1,1,AB2
203761,1,1,AB
203761,2,1,AB
203762,1,1,AA
203765,1,1,AP
203765,2,1,AP
203767,1,1,AT2
203769,1,1,AB
203769,2,1,AB
203769,3,1,AB
203770,1,1,AB
203771,1,1,AP
203774,1,1,AP
203774,2,1,AP
203775,1,1,AB
203777,1,1,AP
203778,1,1,AP
203779,1,1,AP
203780,1,1,AP
203783,1,1,AP
203790,1,1,AB
203793,1,1,AN
203800,1,1,AP
203800,2,1,AP
203800,3,1,AP
203801,1,1,AP
203802,1,1,AB
203802,2,1,AB
203802,3,1,AB
203802,4,1,AB
203807,1,1,AB
203807,2,1,AB
203807,3,1,AB
203807,4,1,AB
203808,1,1,AB
203808,2,1,AB
203811,1,1,AP
203812,1,1,AP
203813,1,1,AB
203813,2,1,AB
203813,3,1,AB
203813,4,1,AB
203814,1,1,AB
203816,1,1,AP
203817,1,1,AB
203818,1,1,AT
203820,1,1,AB
203820,2,1,AB
203820,3,1,AB
203821,1,1,AB
203821,2,1,AB
203821,3,1,AB
203821,4,1,AB
203824,1,1,AB
203825,1,1,AB
203825,2,1,AB
203825,3,1,AB
203825,4,1,AB
203826,1,1,AP2
203826,2,1,AP2
203826,3,1,AP2
203828,1,1,AB
203828,2,1,AB
203828,3,1,AB
203828,4,1,AB
203832,1,1,AB2
203832,2,1,AB2
203834,1,1,AB
203834,2,1,AB
203835,1,1,AB
203835,2,1,AB
203835,3,1,AB
203836,1,1,AB
203836,2,1,AB
203837,1,1,AP
203841,1,1,AP
203843,1,1,AB
203843,2,1,AB
203844,1,1,AB
203844,2,1,AB
203844,3,1,AB
203844,4,1,AB
203845,1,1,AA
203845,2,1,AA
203845,3,1,AA
203846,1,1,AA
203849,1,1,AB
203849,2,1,AB
203849,3,1,AB
203849,4,1,AB
203849,5,1,AB
203851,1,1,AP
203851,2,1,AP
203851,3,1,AP
203852,1,1,AP
203853,1,1,AN
203854,1,1,AB
203854,2,1,AB
203854,3,1,AB
203854,4,1,AB
203855,1,1,AB
203855,2,1,AB
203855,3,1,AB
203855,4,1,AB
203855,5,1,AB
203855,6,1,AB
203856,1,1,AB
203856,2,1,AB
203857,1,1,AP
203859,1,1,AP
203860,1,1,AB
203863,1,1,AA
203863,2,1,AA
203863,3,1,AA
203864,1,1,AA
203864,2,1,AA
203864,3,1,AA
203865,1,1,AB
203867,1,1,AB
203867,2,1,AB
203867,3,1,AB
203869,1,1,AP
203869,2,1,AP
203870,1,1,AB
203871,1,1,AB
203872,1,1,AB
203873,1,1,AB
203874,1,1,AB
203874,2,1,AB
203874,3,1,AB
203874,4,1,AB
203874,5,1,AB
203874,6,1,AB
203874,7,1,AB
203874,8,1,AB
203874,9,1,AB
203874,10,1,AB
203874,11,1,AB
203880,1,1,AB
203883,1,1,AP
203883,2,1,AP
203884,1,1,AP
203887,1,1,AB
203887,2,1,AB
203890,1,1,AP
203892,1,1,AP
203892,2,1,AP
203893,1,1,AB
203894,1,1,AB
203894,2,1,AB
203894,3,1,AB
203894,4,1,AB
203895,1,1,AP
203895,2,1,AP
203895,3,1,AP
203896,1,1,AB
203896,2,1,AB
203897,2,1,AP
203897,3,1,AP
203898,3,1,AB
203898,4,1,AB
203898,5,1,AB
203898,6,1,AB
203899,1,1,AB
203899,2,1,AB
203900,1,1,AP
203901,1,1,AB
203901,2,1,AB
203901,3,1,AB
203902,1,1,AP
203904,1,1,AP
203906,1,1,AA
203907,1,1,AB
203907,2,1,AB
203908,1,1,AB
203908,2,1,AB
203908,3,1,AB
203908,4,1,AB
203908,5,1,AB
203908,6,1,AB
203912,1,1,AP
203918,1,1,AB
203920,1,1,AP
203925,1,1,AB
203929,1,1,AP
203929,2,1,AP
203931,1,1,AB
203934,1,1,AB2
203934,2,1,AB2
203935,1,1,AP
203936,1,1,AP
203938,1,1,AP
203939,1,1,AP
203942,1,1,AP
203946,1,1,AP
203955,1,1,AP
203960,1,1,AB
203962,1,1,AB
203962,2,1,AB
203962,3,1,AB
203963,1,1,AB
203965,1,1,AB
203965,2,1,AB
203965,3,1,AB
203966,1,1,AB
203966,2,1,AB
203966,3,1,AB
203966,4,1,AB
203968,1,1,AP
203972,1,1,AP
203973,1,1,AA
203974,1,1,AB
203974,2,1,AB
203976,1,1,AB
203978,1,1,AP
203978,2,1,AP
203981,1,1,AB
203985,1,1,AB
203985,2,1,AB
203985,3,1,AB
203986,1,1,AB
203986,2,1,AB
203986,3,1,AB
203988,1,1,AP
203990,1,1,AP
203991,1,1,AT
203993,1,1,AB
203995,1,1,AB
203995,2,1,AB
203997,1,1,AA
203999,1,1,AP
204003,1,1,AB
204003,2,1,AB
204003,3,1,AB
204010,1,1,AB
204010,2,1,AB
204010,3,1,AB
204011,1,1,AB
204011,2,1,AB
204011,3,1,AB
204011,4,1,AB
204012,1,1,AB
204012,2,1,AB
204015,2,1,AP
204019,1,1,AB
204019,2,1,AB
204020,1,1,AB
204020,2,1,AB
204020,3,1,AB
204021,1,1,AB
204021,2,1,AB
204021,3,1,AB
204021,4,1,AB
204021,5,1,AB
204022,1,1,AB
204022,2,1,AB
204022,3,1,AB
204022,4,1,AB
204022,5,1,AB
204022,6,1,AB
204022,7,1,AB
204023,1,1,AP
204024,1,1,AB
204025,1,1,AP
204026,1,1,AB
204026,2,1,AB
204026,3,1,AB
204026,4,1,AB
204028,1,1,AB
204028,2,1,AB
204028,3,1,AB
204029,1,1,AP
204030,1,1,AB
204030,2,1,AB
204033,1,1,AA
204037,1,1,AA
204038,1,1,AB
204038,2,1,AB
204038,3,1,AB
204038,4,1,AB
204040,1,1,AP
204041,1,1,AB
204041,2,1,AB
204043,1,1,AP
204048,1,1,AB
204052,1,1,AP1
204055,1,1,AT
204057,1,1,AB
204058,1,1,AB
204058,2,1,AB
204058,3,1,AB
204060,1,1,AB
204061,1,1,AB
204063,1,1,AB
204063,2,1,AB
204065,1,1,AB
204065,2,1,AB
204065,3,1,AB
204068,1,1,AB
204068,2,1,AB
204071,1,1,AA
204072,1,1,AB
204076,1,1,AB
204077,1,1,AB
204078,1,1,AP
204078,2,1,AP
204079,1,1,AT2
204082,1,1,AB
204082,2,1,AB
204083,1,1,AB
204086,2,1,AP
204092,1,1,AA
204093,1,1,AB
204093,2,1,AB
204094,1,1,AA
204096,1,1,AB
204096,2,1,AB
204096,3,1,AB
204100,1,1,AB
204100,2,1,AB
204100,3,1,AB
204104,1,1,AP
204104,2,1,AP
204106,1,1,AB
204106,2,1,AB
204106,3,1,AB
204106,4,1,AB
204107,1,1,AP
204107,2,1,AP
204111,1,1,AB
204111,2,1,AB
204111,3,1,AB
204111,4,1,AB
204111,5,1,AB
204111,6,1,AB
204114,1,1,AB
204114,3,1,AB
204117,1,1,AB
204117,2,1,AB
204117,3,1,AB
204117,4,1,AB
204118,1,1,AP
204120,1,1,AP
204125,1,1,AP
204125,2,1,AP
204131,1,1,AB
204132,1,1,AT
204133,1,1,AB
204133,2,1,AB
204133,3,1,AB
204134,1,1,AB
204134,2,1,AB
204134,3,1,AB
204135,1,1,AA
204139,1,1,AP
204139,2,1,AP
204141,1,1,AT
204144,1,1,AB
204144,2,1,AB
204144,3,1,AB
204146,1,1,AP
204147,1,1,AP
204154,1,1,AB
204158,1,1,AB
204158,2,1,AB
204158,3,1,AB
204158,4,1,AB
204161,1,1,AB
204161,2,1,AB
204161,3,1,AB
204161,4,1,AB
204165,1,1,AB
204165,2,1,AB
204166,1,1,AA
204168,1,1,AB
204168,2,1,AB
204168,3,1,AB
204168,4,1,AB
204170,1,1,AB
204170,2,1,AB
204171,1,1,AA
204172,1,1,AB
204172,2,1,AB
204172,3,1,AB
204178,1,1,AB
204179,1,1,AB
204189,1,1,AB
204193,1,1,AP
204193,2,1,AP
204197,1,1,AB
204197,2,1,AB
204197,3,1,AB
204203,1,1,AB
204203,2,1,AB
204203,3,1,AB
204203,4,1,AB
204203,5,1,AB
204204,1,1,AP
204205,1,1,AP
204206,1,1,AB
204206,2,1,AB
204213,1,1,AB
204213,2,1,AB
204216,1,1,AP
204216,2,1,AP
204217,1,1,AP
204221,1,1,AB
204221,2,1,AB
204221,3,1,AB
204222,1,1,AP
204227,1,1,AT
204228,1,1,AB
204228,2,1,AB
204229,1,1,AB
204229,2,1,AB
204230,1,1,AP
204230,2,1,AP
204232,1,1,AB
204232,2,1,AB
204233,1,1,AB
204233,2,1,AB
204233,3,1,AB
204234,1,1,AB
204234,2,1,AB
204234,3,1,AB
204237,1,1,AB
204238,1,1,AP
204238,2,1,AP
204239,1,1,AB
204246,1,1,AP
204253,1,1,AB
204253,2,1,AB
204253,3,1,AB
204253,4,1,AB
204255,1,1,AT
204262,1,1,AB
204264,1,1,AP
204268,1,1,AB
204272,1,1,AB
204276,1,1,AA
204278,1,1,AB
204278,2,1,AB
204278,3,1,AB
204278,4,1,AB
204279,1,1,AB
204279,2,1,AB
204279,3,1,AB
204284,1,1,AB
204284,2,1,AB
204285,1,1,AB
204285,2,1,AB
204286,1,1,AB
204287,1,1,AB
204289,1,1,AP
204290,1,1,AB
204291,1,1,AB
204296,1,1,AB
204299,1,1,AB
204299,2,1,AB
204300,1,1,AP1
204300,2,1,AP1
204300,3,1,AP1
204304,1,1,AB
204305,1,1,AB
204309,1,1,AB
204310,1,1,AB
204312,1,1,AP
204313,1,1,AB
204314,1,1,AB
204314,2,1,AB
204315,1,1,AP
204316,1,1,AB
204316,2,1,AB
204316,3,1,AB
204316,4,1,AB
204316,5,1,AB
204316,6,1,AB
204318,1,1,AA
204318,2,1,AA
204319,1,1,AB
204319,2,1,AB
204319,3,1,AB
204319,4,1,AB
204319,5,1,AB
204319,6,1,AB
204326,1,1,AB
204326,2,1,AB
204326,3,1,AB
204326,4,1,AB
204326,5,1,AB
204326,6,1,AB
204327,1,1,AB
204327,2,1,AB
204327,3,1,AB
204330,1,1,AA
204330,2,1,AA
204331,1,1,AB
204333,1,1,AP
204339,1,1,AB
204339,2,1,AB
204343,1,1,AB
204343,2,1,AB
204343,3,1,AB
204345,1,1,AB
204345,2,1,AB
204349,1,1,AB
204349,2,1,AB
204349,3,1,AB
204349,4,1,AB
204351,1,1,AP
204352,1,1,AP
204354,1,1,AB
204355,1,1,AB
204355,2,1,AB
204356,1,1,AP
204359,1,1,AB
204360,1,1,AP
204360,2,1,AP
204366,1,1,AP
204367,1,1,AP
204368,1,1,AP
204368,2,1,AP
204369,1,1,TBD
204370,1,1,AB
204370,2,1,AB
204370,3,1,AB
204370,4,1,AB
204371,1,1,AB
204371,2,1,AB
204372,1,1,AB
204373,1,1,AB
204374,1,1,AB
204374,2,1,AB
204375,1,1,AB
204375,2,1,AB
204375,3,1,AB
204375,4,1,AB
204376,1,1,AB
204377,1,1,AB
204377,2,1,AB
204377,3,1,AB
204379,1,1,AB
204380,1,1,AB
204380,2,1,AB
204382,1,1,AB
204382,2,1,AB
204382,3,1,AB
204382,4,1,AB
204382,5,1,AB
204385,1,1,AP
204389,1,1,AB
204389,2,1,AB
204393,1,1,AP
204393,2,1,AP
204394,1,1,AB
204394,2,1,AB
204394,3,1,AB
204394,4,1,AB
204394,5,1,AB
204394,6,1,AB
204394,7,1,AB
204395,1,1,AB
204397,1,1,AB
204397,2,1,AB
204398,1,1,AT
204398,2,1,AT
204398,3,1,AT
204399,1,1,TBD
204399,2,1,AB2
204399,3,1,BX
204400,1,1,AP
204403,1,1,AB
204403,2,1,AB
204403,3,1,AB
204404,1,1,AP
204405,1,1,AP
204406,2,1,AP
204407,1,1,AA
204407,2,1,AA
204407,3,1,AA
204407,4,1,AA
204410,1,1,AB
204412,1,1,AB
204413,1,1,AB
204413,2,1,AB
204413,3,1,AB
204413,4,1,AB
204413,5,1,AB
204414,1,1,AA
204415,1,1,AB
204415,2,1,AB
204415,3,1,AB
204418,1,1,AA
204426,1,1,AB
204427,1,1,AB
204431,1,1,AB
204431,2,1,AB
204433,1,1,AA
204438,1,1,AA
204439,1,1,AP
204440,1,1,AP
204441,1,1,AB2
204441,2,1,AB2
204441,3,1,AB
204441,4,1,AB2
204441,5,1,AB
204446,1,1,AB
204446,2,1,AB
204446,3,1,AB
204451,1,1,AB
204452,1,1,AB
204452,2,1,AB
204452,3,1,AB
204452,4,1,AB
204453,1,1,AB
204453,2,1,AB
204453,3,1,AB
204453,4,1,AB
204453,5,1,AB
204453,6,1,AB
204453,7,1,AB
204453,8,1,AB
204455,1,1,AP
204457,1,1,AP
204459,1,1,AB
204459,2,1,AB
204461,1,1,AB
204463,1,1,AP
204465,1,1,AP
204467,1,1,AB
204467,2,1,AB
204467,3,1,AB
204468,1,1,AP
204470,1,1,AB
204470,2,1,AB
204472,1,1,AP
204473,1,1,AP
204475,1,1,AB
204475,2,1,AB
204476,1,1,AB
204485,1,1,AP
204485,5,1,AP
204490,1,1,AP
204490,2,1,AP
204491,1,1,AB
204494,1,1,AT
204496,1,1,AP
204497,1,1,AP
204498,1,1,AP
204499,1,1,AB
204499,2,1,AB
204499,3,1,AB
204499,4,1,AB
204502,1,1,AB
204503,1,1,AB
204503,2,1,AB
204504,1,1,AB
204504,2,1,AB
204506,1,1,AP
204510,1,1,AP
204511,1,1,AB
204511,2,1,AB
204512,1,1,AP
204513,1,1,AP
204514,1,1,AP
204515,1,1,AP
204516,1,1,AB
204517,1,1,AP
204518,1,1,AB
204518,2,1,AB
204518,3,1,AB
204518,4,1,AB
204518,5,1,AB
204518,6,1,AB
204518,7,1,AB
204519,1,1,AB
204519,2,1,AB
204519,3,1,AB
204519,4,1,AB
204520,1,1,AP
204520,2,1,AP
204522,1,1,AB
204525,1,1,AP
204530,1,1,AP
204531,1,1,AP
204534,1,1,AB
204534,2,1,AB
204534,3,1,AB
204535,1,1,AP
204536,1,1,AB
204541,1,1,AP
204542,1,1,AP
204546,1,1,AP
204547,1,1,AP
204548,1,1,AN
204550,1,1,AP
204551,1,1,AB
204555,1,1,AP
204555,2,1,AP
204555,3,1,AP
204556,1,1,AB
204556,2,1,AB
204558,1,1,AA
204559,1,1,AA
204562,1,1,AB
204562,2,1,AB
204570,1,1,AB
204570,2,1,AB2
204570,3,1,AB2
204571,1,1,AB
204572,1,1,AB
204572,2,1,AB
204572,3,1,AB
204572,4,1,AB
204574,1,1,AB
204574,2,1,AB
204575,1,1,AB
204582,1,1,AB
204582,2,1,AB
204582,3,1,AB
204582,4,1,AB
204584,1,1,AB
204587,1,1,AB
204589,1,1,AP
204589,2,1,AP
204590,1,1,AB
204590,2,1,AB
204590,3,1,AB
204590,4,1,AB
204593,1,1,AB
204595,1,1,AB
204595,2,1,AB
204597,1,1,AB1
204597,2,1,AB1
204597,3,1,AB
204598,1,1,AB
204598,2,1,AB
204599,1,1,AA
204602,1,1,AA
204602,2,1,AA
204604,1,1,AB
204605,1,1,AB
204606,1,1,AT
204607,1,1,AP
204608,1,1,AT
204609,1,1,AB
204609,2,1,AB
204613,1,1,AT
204616,1,1,AP
204616,2,1,AP
204618,1,1,AP
204621,1,1,AB
204621,2,1,AB
204623,1,1,AB
204626,1,1,AB
204629,1,1,AB
204629,2,1,AB
204630,1,1,AP
204630,2,1,AP
204632,1,1,AB
204632,2,1,AB
204632,3,1,AB
204632,4,1,AB
204633,1,1,AB
204633,2,1,AB
204633,3,1,AB
204633,4,1,AB
204634,1,1,AP
204636,1,1,AP
204636,2,1,AP
204637,1,1,AB
204639,1,1,AB
204639,2,1,AB
204639,3,1,AB
204639,4,1,AB
204639,5,1,AB
204639,6,1,AB
204640,1,1,AP
204644,1,1,AB
204644,2,1,AB
204645,1,1,AB
204648,1,1,AB
204649,1,1,AB
204651,1,1,AB
204652,1,1,AB
204652,2,1,AB
204657,2,1,AP
204660,1,1,AB
204661,1,1,AB
204662,1,1,AB2
204662,2,1,AB2
204667,1,1,AP
204668,1,1,AB
204668,2,1,AB
204669,1,1,AP
204669,2,1,AP
204669,3,1,AP
204671,1,1,AB
204672,1,1,AB
204674,1,1,AN
204675,1,1,AB
204679,1,1,AP
204679,2,1,AP
204680,1,1,AP
204686,1,1,AP
204688,1,1,AB
204691,1,1,AB
204693,1,1,AP
204693,2,1,AP
204695,1,1,AP
204696,1,1,AP
204696,2,1,AP
204702,1,1,AP
204703,1,1,AB
204704,1,1,AB
204707,1,1,AB
204707,2,1,AB
204707,3,1,AB
204707,4,1,AB
204708,1,1,AB
204711,1,1,AB
204713,1,1,AA
204713,2,1,AA
204713,3,1,AA
204717,1,1,AB
204717,2,1,AB
204717,3,1,AB
204717,4,1,AB
204720,1,1,AB
204720,2,1,AB
204720,3,1,AB
204721,1,1,AB
204721,2,1,AB
204722,1,1,AB
204722,2,1,AB
204724,1,1,AB
204724,2,1,AB
204726,1,1,AB
204726,2,1,AB
204729,1,1,AB
204729,2,1,AB
204730,1,1,AB
204733,1,1,AA
204735,1,1,AB
204737,1,1,AB
204739,1,1,AB
204739,2,1,AB
204740,1,1,AB
204740,2,1,AB
204740,3,1,AB
204741,1,1,AB
204741,2,1,AB
204742,1,1,AB
204744,1,1,AB
204744,2,1,AB
204744,3,1,AB
204746,1,1,AB
204750,1,1,AB
204751,1,1,AP
204752,1,1,AB
204754,1,1,AB
204754,2,1,AB
204755,3,1,AB
204756,1,1,AP
204759,1,1,AP
204762,1,1,AP
204763,1,1,AB
204764,1,1,AP
204766,1,1,AB
204770,1,1,AB
204772,1,1,AB
204772,2,1,AB
204774,1,1,AB
204774,2,1,AB
204774,3,1,AB
204776,1,1,AB
204776,2,1,AB
204776,3,1,AB
204776,4,1,AB
204777,1,1,AT1
204778,1,1,AT
204779,1,1,AB
204781,1,1,AP
204781,2,1,AP
204781,3,1,AP
204781,4,1,AP
204781,5,1,AP
204787,1,1,AB
204787,2,1,AB
204787,3,1,AB
204787,4,1,AB
204792,1,1,AB
204792,2,1,AB
204793,1,1,AB
204793,2,1,AB
204798,1,1,AB
204798,2,1,AB
204798,3,1,AB
204800,1,1,AB
204800,2,1,AB
204800,3,1,AB
204801,1,1,AB
204801,2,1,AB
204801,3,1,AB
204802,1,1,AB
204802,2,1,AB
204805,1,1,AB
204805,2,1,AB
204806,1,1,AB
204806,2,1,AB
204806,3,1,AB
204806,4,1,AB
204809,1,1,AB1
204809,2,1,AB1
204809,3,1,AB1
204809,4,1,AB1
204813,1,1,AT2
204814,1,1,AB
204814,2,1,AB
204814,3,1,AB
204815,1,1,AB
204815,2,1,AB
204815,3,1,AB
204816,1,1,AB
204816,2,1,AB
204817,1,1,AP
204819,1,1,AB
204819,2,1,AB
204819,3,1,AB
204819,4,1,AB
204819,5,1,AB
204820,1,1,AB
204821,1,1,AB
204821,2,1,AB
204821,3,1,AB
204821,4,1,AB
204823,1,1,AA
204827,1,1,AB
204827,2,1,AB
204828,1,1,AB
204828,2,1,AB
204829,1,1,AP
204832,1,1,AB
204832,2,1,AB
204832,3,1,AB
204835,1,1,AB
204835,2,1,AB
204836,1,1,AB
204838,1,1,AB
204838,2,1,AB
204838,3,1,AB
204838,4,1,AB
204838,5,1,AB
204838,6,1,AB
204839,1,1,AA
204841,1,1,AB
204841,2,1,AB
204842,1,1,AP
204842,2,1,AP
204842,3,1,AP
204843,1,1,AP
204846,1,1,AB
204846,2,1,AB
204846,3,1,AB
204846,4,1,AB
204847,1,1,AB
204848,1,1,AB
204849,1,1,AP
204851,1,1,AB
204852,1,1,AB
204852,2,1,AB
204852,3,1,AB
204852,4,1,AB
204853,1,1,AB
204854,1,1,AP
204854,2,1,AP
204855,1,1,AB
204855,2,1,AB
204855,3,1,AB
204855,4,1,AB
204857,1,1,AB
204857,2,1,AB
204857,3,1,AB
204857,4,1,AB
204860,1,1,AP
204867,1,1,AB
204867,2,1,AB
204867,3,1,AB
204868,1,1,AB
204868,2,1,AB
204869,1,1,AB
204880,1,1,AP
204880,2,1,AP
204882,1,1,AB
204882,2,1,AB
204882,3,1,AB
204883,1,1,AB
204884,1,1,AB
204889,1,1,AB
204889,2,1,AB
204889,3,1,AB
204890,1,1,AP
204890,2,1,AP
204891,1,1,AB
204891,2,1,AB
204893,1,1,AB
204895,1,1,AB
204895,2,1,AB
204895,3,1,AB
204901,1,1,AB
204901,2,1,AB
204901,3,1,AB
204910,1,1,AP
204910,2,1,AP
204910,3,1,AP
204918,1,1,AP
204918,2,1,AP
204920,1,1,AB
204920,2,1,AB
204921,1,1,AB
204921,2,1,AB
204921,3,1,AB
204921,4,1,AB
204922,1,1,AB
204922,2,1,AB
204928,1,1,AB
204928,2,1,AB
204929,1,1,AB
204934,1,1,AB
204934,2,1,AB
204936,1,1,AT2
204937,1,1,AB
204937,2,1,AB
204937,3,1,AB
204937,4,1,AB
204937,5,1,AB
204940,1,1,AB
204945,1,1,AB
204946,1,1,AB
204946,2,1,AB
204947,1,1,AB
204947,2,1,AB
204947,3,1,AB
204947,4,1,AB
204948,1,1,AB
204948,2,1,AB
204948,3,1,AB
204949,1,1,AP
204950,1,1,AP
204957,1,1,AP
204957,2,1,AP2
204959,1,1,AP
204959,2,1,AP
204959,3,1,AP
204960,1,1,AP
204960,2,1,AP
204960,3,1,AP
204963,1,1,AB
204963,2,1,AB
204963,3,1,AB
204963,4,1,AB
204963,5,1,AB
204963,6,1,AB
204964,2,1,AB
204964,3,1,AB
204965,1,1,AB
204968,1,1,AB
204968,2,1,AB
204968,3,1,AB
204973,1,1,AB
204973,2,1,AB
204974,1,1,AB
204974,2,1,AB
204974,3,1,AB
204974,4,1,AB
204975,1,1,AB
204975,2,1,AB
204979,1,1,AA
204982,1,1,AB
204982,2,1,AB
204982,3,1,AB
204982,4,1,AB
204983,1,1,AB
204983,2,1,AB
204984,1,1,AA
204988,1,1,AB
204988,2,1,AB
204989,1,1,AB
204989,2,1,AB
204989,3,1,AB
204990,1,1,AB
204991,1,1,BX
204991,2,1,BX
204991,3,1,BX
204991,4,1,BX
204993,1,1,AB
204993,2,1,AB
204994,1,1,AB
204994,2,1,AB
204994,3,1,AB
204994,4,1,AB
204997,1,1,AP
205002,1,1,AB
205002,2,1,AB
205005,1,1,AB
205005,2,1,AB
205006,1,1,AB
205006,2,1,AB
205006,3,1,AB
205006,4,1,AB
205007,1,1,AB
205007,2,1,AB
205008,1,1,AA
205011,1,1,AB
205011,2,1,AB
205011,3,1,AB
205011,4,1,AB
205012,1,1,AB
205012,2,1,AB
205013,1,1,AP
205014,1,1,AP
205017,1,1,AA
205019,1,1,AA
205019,2,1,AA
205020,1,1,AP
205022,1,1,AB
205022,2,1,AB
205029,1,1,AP
205029,2,1,AP
205030,1,1,AP
205030,2,1,AP
205031,1,1,AB
205031,2,1,AB
205031,3,1,AB
205031,4,1,AB
205033,1,1,AB
205034,1,1,AB
205035,1,1,AP
205037,1,1,AP
205039,1,1,AP
205043,1,1,AP
205043,2,1,AP
205046,1,1,AP
205050,1,1,AT2
205053,1,1,AB
205056,1,1,AB
205056,2,1,AB
205056,3,1,AB
205056,4,1,AB
205063,1,1,AB2
205063,2,1,AB2
205063,3,1,AB2
205063,4,1,AB2
205063,5,1,AB2
205063,6,1,AB2
205064,1,1,AB
205064,2,1,AB
205064,3,1,AB
205064,4,1,AB
205064,5,1,AB
205064,6,1,AB
205065,1,1,AB
205065,2,1,AB
205067,1,1,AB
205069,1,1,AB
205074,1,1,AB
205074,2,1,AB
205075,1,1,AB
205075,2,1,AB
205076,1,1,AB
205080,1,1,AB
205082,1,1,AB
205085,1,1,AA
205087,1,1,AA
205095,1,1,AB
205095,2,1,AB
205096,1,1,AB
205096,2,1,AB
205096,3,1,AB
205101,1,1,AB1
205101,2,1,AB1
205102,1,1,AB
205102,2,1,AB
205104,1,1,AB
205104,2,1,AB
205104,3,1,AB
205104,4,1,AB
205104,5,1,AB
205104,6,1,AB
205105,1,1,AB2
205105,2,1,AB2
205105,3,1,AB2
205105,4,1,AB2
